,gcrq,sjxh,cdh,vehicles,velocity
2964,2016/5/24,166,12,0.007317923,0.176195672
2965,2016/5/24,166,31,0.004672897,0.055222888
2966,2016/5/24,166,32,0.005565586,0.120570239
2967,2016/5/24,167,11,0,0
2968,2016/5/24,167,12,0.005937647,0.104177783
2969,2016/5/24,167,31,0.006533113,0.15037507
2970,2016/5/24,167,32,0.005150163,0.182704755
2971,2016/5/24,168,11,0,0
2972,2016/5/24,168,12,0.00564311,0.106608565
2973,2016/5/24,168,31,0.005257009,0.05655356
2974,2016/5/24,168,32,0.007140031,0.204824859
2975,2016/5/24,169,11,0,0
2976,2016/5/24,169,12,0.005841121,0.055888224
2977,2016/5/24,169,31,0.005353534,0.10710592
2978,2016/5/24,169,32,0.002796445,0.239457918
2979,2016/5/24,170,11,0,0
2980,2016/5/24,170,12,0.002529499,0.109997826
2981,2016/5/24,170,31,0.001878211,0.148601531
2982,2016/5/24,170,32,0.002683029,0.095762062
2983,2016/5/24,171,11,0,0
2984,2016/5/24,171,12,0.008858207,0.110689512
2985,2016/5/24,171,31,0.006525563,0.176052374
2986,2016/5/24,171,32,0.005103989,0.293278458
2987,2016/5/24,172,11,0,0
2988,2016/5/24,172,12,0.006231026,0.165194489
2989,2016/5/24,172,31,0.007009346,0.057884232
2990,2016/5/24,172,32,0.006284227,0.132258356
2991,2016/5/24,173,11,0,0
2992,2016/5/24,173,12,0.007197434,0.100416329
2993,2016/5/24,173,31,0.005353534,0.088891524
2994,2016/5/24,173,32,0.002222052,0.136701281
2995,2016/5/24,174,11,0,0
2996,2016/5/24,174,12,0.004667936,0.106147441
2997,2016/5/24,174,31,0.003601198,0.117981858
2998,2016/5/24,174,32,0.003760652,0.287549862
2999,2016/5/24,175,11,0,0
3000,2016/5/24,175,12,0.00564311,0.103051323
3001,2016/5/24,175,31,0.007689983,0.099546781
3002,2016/5/24,175,32,0.003548723,0.288020608
3003,2016/5/24,176,11,0.003047083,0.094188804
3004,2016/5/24,176,12,0.003047083,0.094188804
3005,2016/5/24,176,31,0.003047083,0.094188804
3006,2016/5/24,176,32,0.003047083,0.094188804
3007,2016/5/24,177,11,0,0
3008,2016/5/24,177,12,0.008076083,0.105162612
3009,2016/5/24,177,31,0.004672897,0.054557552
3010,2016/5/24,177,32,0.007615225,0.250082008
3011,2016/5/24,178,11,0,0
3012,2016/5/24,178,12,0.006227222,0.106262722
3013,2016/5/24,178,31,0.003504673,0.057884232
3014,2016/5/24,178,32,0.004196664,0.122925144
3015,2016/5/24,179,11,0,0
3016,2016/5/24,179,12,0.007209423,0.158326869
3017,2016/5/24,179,31,0.002336449,0.055222888
3018,2016/5/24,179,32,0.005963192,0.103346051
3019,2016/5/24,180,11,0,0
3020,2016/5/24,180,12,0.004783462,0.169505998
3021,2016/5/24,180,31,0.003017086,0.114131473
3022,2016/5/24,180,32,0.001964388,0.134768104
3023,2016/5/24,181,11,0,0
3024,2016/5/24,181,12,0.004474885,0.097959197
3025,2016/5/24,181,31,0.002920561,0.066533599
3026,2016/5/24,181,32,0.001874407,0.09775807
3027,2016/5/24,182,11,0,0
3028,2016/5/24,182,12,0.004865947,0.103512447
3029,2016/5/24,182,31,0.004788424,0.124064108
3030,2016/5/24,182,32,0.005122546,0.178892372
3031,2016/5/24,183,11,0,0
3032,2016/5/24,183,12,0.004877302,0.164882142
3033,2016/5/24,183,31,0.003017086,0.101160715
3034,2016/5/24,183,32,0.003739531,0.142765103
3035,2016/5/24,184,11,0,0
3036,2016/5/24,184,12,0.004865947,0.102616549
3037,2016/5/24,184,31,0.004672897,0.051896208
3038,2016/5/24,184,32,0.006440392,0.149547864
3039,2016/5/24,185,11,0,0
3040,2016/5/24,185,12,0.009442319,0.103627728
3041,2016/5/24,185,31,0.005841121,0.053892216
3042,2016/5/24,185,32,0.004198463,0.186051551
3043,2016/5/24,186,11,0,0
3044,2016/5/24,186,12,0.007298921,0.11158541
3045,2016/5/24,186,31,0.007009346,0.051896208
3046,2016/5/24,186,32,0.00339682,0.18988184
3047,2016/5/24,187,11,0,0
3048,2016/5/24,187,12,0.010412532,0.106608565
3049,2016/5/24,187,31,0.005841121,0.055222888
3050,2016/5/24,187,32,0.006954008,0.238769628
3051,2016/5/24,188,11,0,0
3052,2016/5/24,188,12,0.006618284,0.117724946
3053,2016/5/24,188,31,0.002920561,0.067198935
3054,2016/5/24,188,32,0.002920561,0.05322688
3055,2016/5/24,189,11,0,0
3056,2016/5/24,189,12,0.00418531,0.106289072
3057,2016/5/24,189,31,0.001752336,0.065868263
3058,2016/5/24,189,32,0.001752336,0.053892216
3059,2016/5/24,190,11,0,0
3060,2016/5/24,190,12,0.004474885,0.098446671
3061,2016/5/24,190,31,0.006425234,0.057218896
3062,2016/5/24,190,32,0.004803582,0.188065342
3063,2016/5/24,191,11,0,0
3064,2016/5/24,191,12,0.010219482,0.114105123
3065,2016/5/24,191,31,0.001848862,0.08505102
3066,2016/5/24,191,32,0.002786098,0.172634386
3067,2016/5/24,192,11,0,0
3068,2016/5/24,192,12,0.005546585,0.111878553
3069,2016/5/24,192,31,0.005257009,0.059214904
3070,2016/5/24,192,32,0.004792228,0.142137666
3071,2016/5/24,193,11,0,0
3072,2016/5/24,193,12,0.00545006,0.10608486
3073,2016/5/24,193,31,0.004769422,0.099316219
3074,2016/5/24,193,32,0.006671446,0.189483173
3075,2016/5/24,194,11,0,0
3076,2016/5/24,194,12,0.005062802,0.163427458
3077,2016/5/24,194,31,0.003017086,0.142556471
3078,2016/5/24,194,32,0.004422907,0.197807001
3079,2016/5/24,195,11,0,0
3080,2016/5/24,195,12,0.00437836,0.105366824
3081,2016/5/24,195,31,0.004088785,0.066533599
3082,2016/5/24,195,32,0.005841121,0.052561544
3083,2016/5/24,196,11,0,0
3084,2016/5/24,196,12,0.008467145,0.10165807
3085,2016/5/24,196,31,0.005257009,0.059214904
3086,2016/5/24,196,32,0.003047442,0.146469633
3087,2016/5/24,197,11,0,0
3088,2016/5/24,197,12,0.005118703,0.326205833
3089,2016/5/24,197,31,0.002920561,0.055222888
3090,2016/5/24,197,32,0.005107349,0.250421203
3091,2016/5/24,198,11,0,0
3092,2016/5/24,198,12,0.004865947,0.109731033
3093,2016/5/24,198,31,0.003504673,0.057884232
3094,2016/5/24,198,32,0.006637286,0.150305021
3095,2016/5/24,199,11,0,0
3096,2016/5/24,199,12,0.006034172,0.105801598
3097,2016/5/24,199,31,0.004672897,0.05322688
3098,2016/5/24,199,32,0.003977128,0.191136714
3099,2016/5/24,200,11,0,0
3100,2016/5/24,200,12,0.009147783,0.098970376
3101,2016/5/24,200,31,0.002336449,0.057218896
3102,2016/5/24,200,32,0.001964388,0.132411536
3103,2016/5/24,201,11,0,0
3104,2016/5/24,201,12,0.005841121,0.054557552
3105,2016/5/24,201,31,0.004672897,0.064537591
3106,2016/5/24,201,32,0.007169903,0.150235394
3107,2016/5/24,202,11,0,0
3108,2016/5/24,202,12,0.005353534,0.114105123
3109,2016/5/24,202,31,0.004672897,0.050565536
3110,2016/5/24,202,32,0.005504954,0.153275727
3111,2016/5/24,203,11,0,0
3112,2016/5/24,203,12,0.003113611,0.096911787
3113,2016/5/24,203,31,0.004088785,0.061876248
3114,2016/5/24,203,32,0.002205789,0.24173552
3115,2016/5/24,204,11,0,0
3116,2016/5/24,204,12,0.00856367,0.109154628
3117,2016/5/24,204,31,0.002920561,0.051230872
3118,2016/5/24,204,32,0.002115808,0.202788516
3119,2016/5/24,205,11,0,0
3120,2016/5/24,205,12,0.006811334,0.119632023
3121,2016/5/24,205,31,0.004788424,0.126022217
3122,2016/5/24,205,32,0.004688056,0.141718182
3123,2016/5/24,206,11,0,0
3124,2016/5/24,206,12,0.00837062,0.104612557
3125,2016/5/24,206,31,0.003017086,0.085680125
3126,2016/5/24,206,32,0.002208529,0.192386919
3127,2016/5/24,207,11,0,0
3128,2016/5/24,207,12,0.004582765,0.169523626
3129,2016/5/24,207,31,0.004088785,0.057884232
3130,2016/5/24,207,32,0.004672897,0.053892216
3131,2016/5/24,208,11,0,0
3132,2016/5/24,208,12,0.006034172,0.106723846
3133,2016/5/24,208,31,0.006425234,0.05322688
3134,2016/5/24,208,32,0.005347056,0.131683535
3135,2016/5/24,209,11,0,0
3136,2016/5/24,209,12,0.006811334,0.099342569
3137,2016/5/24,209,31,0.004088785,0.055222888
3138,2016/5/24,209,32,0.007336924,0.135277092
3139,2016/5/24,210,11,0,0
3140,2016/5/24,210,12,0.002819074,0.09833139
3141,2016/5/24,210,31,0.004204312,0.129273099
3142,2016/5/24,210,32,0.005614944,0.146491747
3143,2016/5/24,211,11,0,0
3144,2016/5/24,211,12,0.006323747,0.109819964
3145,2016/5/24,211,31,0.002336449,0.055222888
3146,2016/5/24,211,32,0.004323643,0.149380564
3147,2016/5/24,212,11,0,0
3148,2016/5/24,212,12,0.007009346,0.055222888
3149,2016/5/24,212,31,0.007593458,0.055222888
3150,2016/5/24,212,32,0.005792327,0.253863475
3151,2016/5/24,213,11,0,0
3152,2016/5/24,213,12,0.00545006,0.110689512
3153,2016/5/24,213,31,0.002336449,0.043912176
3154,2016/5/24,213,32,0.006085262,0.103973488
3155,2016/5/24,214,11,0,0
3156,2016/5/24,214,12,0.012972387,0.180561371
3157,2016/5/24,214,31,0.003504673,0.060545576
3158,2016/5/24,214,32,0.004884949,0.150048109
3159,2016/5/24,215,11,0,0
3160,2016/5/24,215,12,0.005257009,0.059214904
3161,2016/5/24,215,31,0.00817757,0.060545576
3162,2016/5/24,215,32,0.004215627,0.193996764
3163,2016/5/24,216,11,0,0
3164,2016/5/24,216,12,0.006134501,0.170843549
3165,2016/5/24,216,31,0.004672897,0.05322688
3166,2016/5/24,216,32,0.006191506,0.165003327
3167,2016/5/24,217,11,0,0
3168,2016/5/24,217,12,0.005848149,0.170471356
3169,2016/5/24,217,31,0.004088785,0.059214904
3170,2016/5/24,217,32,0.00586383,0.100248141
3171,2016/5/24,218,11,0,0
3172,2016/5/24,218,12,0.006714809,0.105854298
3173,2016/5/24,218,31,0.001283751,0.123036627
3174,2016/5/24,218,32,0.003838795,0.187268526
3175,2016/5/24,219,11,0,0
3176,2016/5/24,219,12,0.010412532,0.106839127
3177,2016/5/24,219,31,0.009538845,0.098242459
3178,2016/5/24,219,32,0.0055737,0.249242962
3179,2016/5/24,220,11,0,0
3180,2016/5/24,220,12,0.007105871,0.095235272
3181,2016/5/24,220,31,0.005257009,0.051230872
3182,2016/5/24,220,32,0.005379563,0.19537155
3183,2016/5/24,221,11,0,0
3184,2016/5/24,221,12,0.006618284,0.092228085
3185,2016/5/24,221,31,0.005841121,0.058549568
3186,2016/5/24,221,32,0.001834736,0.17843005
3187,2016/5/24,222,11,0,0
3188,2016/5/24,222,12,0.00545006,0.106262722
3189,2016/5/24,222,31,0.007009346,0.05988024
3190,2016/5/24,222,32,0.003747081,0.164596423
3191,2016/5/24,223,11,0,0
3192,2016/5/24,223,12,0.005353534,0.096885437
3193,2016/5/24,223,31,0.007009346,0.052561544
3194,2016/5/24,223,32,0.005235334,0.207169569
3195,2016/5/24,224,11,0,0
3196,2016/5/24,224,12,0.006618284,0.115320514
3197,2016/5/24,224,31,0.003042631,0.097568576
3198,2016/5/24,224,32,0.004441909,0.155044342
3199,2016/5/24,225,11,0,0
3200,2016/5/24,225,12,0.003113611,0.100966384
3201,2016/5/24,225,31,0.006425234,0.052561544
3202,2016/5/24,225,32,0.004910494,0.151166022
3203,2016/5/24,226,11,0,0
3204,2016/5/24,226,12,0.004865947,0.099085657
3205,2016/5/24,226,31,0.004088785,0.04657352
3206,2016/5/24,226,32,0.004516596,0.18452107
3207,2016/5/24,227,11,0,0
3208,2016/5/24,227,12,0.003113611,0.09830504
3209,2016/5/24,227,31,0.004088785,0.055888224
3210,2016/5/24,227,32,0.003862608,0.154727803
3211,2016/5/24,228,11,0,0
3212,2016/5/24,228,12,0.002722549,0.109793614
3213,2016/5/24,228,31,0.004769422,0.103680428
3214,2016/5/24,228,32,0.003828408,0.240801922
3215,2016/5/24,229,11,0,0
3216,2016/5/24,229,12,0.006425234,0.054557552
3217,2016/5/24,229,31,0.005257009,0.055888224
3218,2016/5/24,229,32,0.004534591,0.295820919
3219,2016/5/24,230,11,0,0
3220,2016/5/24,230,12,0.005058998,0.097781335
3221,2016/5/24,230,31,0.004088785,0.057218896
3222,2016/5/24,230,32,0.005777169,0.140179556
3223,2016/5/24,231,11,0,0
3224,2016/5/24,231,12,0.007202396,0.107823956
3225,2016/5/24,231,31,0.003623907,0.142235155
3226,2016/5/24,231,32,0.003954322,0.201591636
3227,2016/5/24,232,11,0,0
3228,2016/5/24,232,12,0.003210136,0.106404353
3229,2016/5/24,232,31,0.002432974,0.084092541
3230,2016/5/24,232,32,0.003394022,0.142104719
3231,2016/5/24,233,11,0.003047083,0.094188804
3232,2016/5/24,233,12,0.003047083,0.094188804
3233,2016/5/24,233,31,0.003047083,0.094188804
3234,2016/5/24,233,32,0.003047083,0.094188804
3235,2016/5/24,234,11,0,0
3236,2016/5/24,234,12,0.004865947,0.10050526
3237,2016/5/24,234,31,0.0036202,0.116176929
3238,2016/5/24,234,32,0.001622684,0.185454596
3239,2016/5/24,235,11,0,0
3240,2016/5/24,235,12,0.007202396,0.105136262
3241,2016/5/24,235,31,0.003504673,0.052561544
3242,2016/5/24,235,32,0.003760652,0.28385071
3243,2016/5/24,236,11,0,0
3244,2016/5/24,236,12,0.006149698,0.182615218
3245,2016/5/24,236,31,0.0036202,0.118248735
3246,2016/5/24,236,32,0.001797367,0.144874807
3247,2016/5/24,237,11,0,0
3248,2016/5/24,237,12,0.002432974,0.105508455
3249,2016/5/24,237,31,0.005257009,0.051896208
3250,2016/5/24,237,32,0.002206796,0.181674737
3251,2016/5/24,238,11,0,0
3252,2016/5/24,238,12,0.004281835,0.103397166
3253,2016/5/24,238,31,0.001848862,0.112171696
3254,2016/5/24,238,32,0.003039795,0.121461583
3255,2016/5/24,239,11,0,0
3256,2016/5/24,239,12,0.005546585,0.105047331
3257,2016/5/24,239,31,0.004672897,0.059214904
3258,2016/5/24,239,32,0.004349672,0.243146743
3259,2016/5/24,240,11,0,0
3260,2016/5/24,240,12,0.002529499,0.105969579
3261,2016/5/24,240,31,0.007009346,0.055888224
3262,2016/5/24,240,32,0.003386472,0.146243378
3263,2016/5/24,241,11,0,0
3264,2016/5/24,241,12,0.007689983,0.096770156
3265,2016/5/24,241,31,0.00537908,0.108154998
3266,2016/5/24,241,32,0.001537513,0.150515332
3267,2016/5/24,242,11,0,0
3268,2016/5/24,242,12,0.004300837,0.175299691
3269,2016/5/24,242,31,0.002432974,0.100212117
3270,2016/5/24,242,32,0.001923241,0.268909439
3271,2016/5/24,243,11,0,0
3272,2016/5/24,243,12,0.006521759,0.109243559
3273,2016/5/24,243,31,0.003697723,0.116677536
3274,2016/5/24,243,32,0.004111494,0.095389933
3275,2016/5/24,244,11,0,0
3276,2016/5/24,244,12,0.00545006,0.097435492
3277,2016/5/24,244,31,0.003508477,0.113363989
3278,2016/5/24,244,32,0.00430738,0.137538392
3279,2016/5/24,245,11,0,0
3280,2016/5/24,245,12,0.004389715,0.152737284
3281,2016/5/24,245,31,0.004672897,0.05655356
3282,2016/5/24,245,32,0.003251943,0.200766867
3283,2016/5/24,246,11,0,0
3284,2016/5/24,246,12,0.004962472,0.095758977
3285,2016/5/24,246,31,0.002920561,0.052561544
3286,2016/5/24,246,32,0.002497006,0.155158038
3287,2016/5/24,247,11,0,0
3288,2016/5/24,247,12,0.003697723,0.099635712
3289,2016/5/24,247,31,0.002432974,0.122204436
3290,2016/5/24,247,32,0.002381479,0.140428005
3291,2016/5/24,248,11,0,0
3292,2016/5/24,248,12,0.007298921,0.10603216
3293,2016/5/24,248,31,0.003504673,0.05322688
3294,2016/5/24,248,32,0.00396678,0.096465297
3295,2016/5/24,249,11,0,0
3296,2016/5/24,249,12,0.001945387,0.10163172
3297,2016/5/24,249,31,0.004088785,0.051896208
3298,2016/5/24,249,32,0.005491867,0.162190387
3299,2016/5/24,250,11,0,0
3300,2016/5/24,250,12,0.004300837,0.136931926
3301,2016/5/24,250,31,0.004088785,0.050565536
3302,2016/5/24,250,32,0.003954322,0.198416635
3303,2016/5/24,251,11,0,0
3304,2016/5/24,251,12,0.003601198,0.116190062
3305,2016/5/24,251,31,0.005257009,0.052561544
3306,2016/5/24,251,32,0.002426496,0.151152972
3307,2016/5/24,252,11,0,0
3308,2016/5/24,252,12,0.004865947,0.099200938
3309,2016/5/24,252,31,0.004088785,0.063872255
3310,2016/5/24,252,32,0.001291359,0.153827366
3311,2016/5/24,253,11,0,0
3312,2016/5/24,253,12,0.003894577,0.137503578
3313,2016/5/24,253,31,0.001752336,0.074517631
3314,2016/5/24,253,32,0.003113611,0.091961292
3315,2016/5/24,254,11,0,0
3316,2016/5/24,254,12,0.004865947,0.10713227
3317,2016/5/24,254,31,0.0036202,0.11541474
3318,2016/5/24,254,32,0.004910494,0.156754003
3319,2016/5/24,255,11,0,0
3320,2016/5/24,255,12,0.005353534,0.105916879
3321,2016/5/24,255,31,0.002336449,0.057218896
3322,2016/5/24,255,32,0.00246333,0.146950506
3323,2016/5/24,256,11,0,0
3324,2016/5/24,256,12,0.004962472,0.103601378
3325,2016/5/24,256,31,0.004676701,0.120547934
3326,2016/5/24,256,32,0.002370512,0.097553321
3327,2016/5/24,257,11,0,0
3328,2016/5/24,257,12,0.002931915,0.085773945
3329,2016/5/24,257,31,0.004088785,0.05655356
3330,2016/5/24,257,32,0.002552305,0.204375141
3331,2016/5/24,258,11,0,0
3332,2016/5/24,258,12,0.006714809,0.10053161
3333,2016/5/24,258,31,0.004672897,0.057218896
3334,2016/5/24,258,32,0.00354586,0.30018346
3335,2016/5/24,259,11,0,0
3336,2016/5/24,259,12,0.001945387,0.126347964
3337,2016/5/24,259,31,0.002336449,0.063206919
3338,2016/5/24,259,32,0.004312191,0.202919295
3339,2016/5/24,260,11,0,0
3340,2016/5/24,260,12,0.001752336,0.0499002
3341,2016/5/24,260,31,0.004088785,0.047238856
3342,2016/5/24,260,32,0.004442973,0.146053884
3343,2016/5/24,261,11,0,0
3344,2016/5/24,261,12,0.002331487,0.10163172
3345,2016/5/24,261,31,0.002336449,0.051230872
3346,2016/5/24,261,32,0.003374014,0.256248209
3347,2016/5/24,262,11,0,0
3348,2016/5/24,262,12,0.003017086,0.099227288
3349,2016/5/24,262,31,0.005257009,0.054557552
3350,2016/5/24,262,32,0.002778508,0.247783124
3351,2016/5/24,263,11,0,0
3352,2016/5/24,263,12,0.007009346,0.055888224
3353,2016/5/24,263,31,0.005257009,0.05655356
3354,2016/5/24,263,32,0.004447832,0.250805247
3355,2016/5/24,264,11,0,0
3356,2016/5/24,264,12,0.004865947,0.109856195
3357,2016/5/24,264,31,0.004672897,0.058549568
3358,2016/5/24,264,32,0.002924365,0.106786427
3359,2016/5/24,265,11,0,0
3360,2016/5/24,265,12,0.005268364,0.116885725
3361,2016/5/24,265,31,0.004088785,0.055888224
3362,2016/5/24,265,32,0.001544057,0.21057389
3363,2016/5/24,266,11,0,0
3364,2016/5/24,266,12,0.001283751,0.099391933
3365,2016/5/24,266,31,0.003601198,0.101160715
3366,2016/5/24,266,32,0.001990998,0.164186395
3367,2016/5/24,267,11,0,0
3368,2016/5/24,267,12,0.003697723,0.102936042
3369,2016/5/24,267,31,0.007689983,0.111443779
3370,2016/5/24,267,32,0.000759291,0.139310134
3371,2016/5/24,268,11,0,0
3372,2016/5/24,268,12,0.003709077,0.154547703
3373,2016/5/24,268,31,0.004672897,0.054557552
3374,2016/5/24,268,32,0.003743335,0.142175564
3375,2016/5/24,269,11,0,0
3376,2016/5/24,269,12,0.002432974,0.094685217
3377,2016/5/24,269,31,0.004672897,0.055888224
3378,2016/5/24,269,32,0.002574046,0.146243378
3379,2016/5/24,270,11,0,0
3380,2016/5/24,270,12,0.004672897,0.050565536
3381,2016/5/24,270,31,0.003601198,0.106608565
3382,2016/5/24,270,32,0.003834952,0.266677048
3383,2016/5/24,271,11,0,0
3384,2016/5/24,271,12,0.002529499,0.109846314
3385,2016/5/24,271,31,0.005257009,0.051230872
3386,2016/5/24,271,32,0.002683029,0.100381515
3387,2016/5/24,272,11,0,0
3388,2016/5/24,272,12,0.001264749,0.111088055
3389,2016/5/24,272,31,0.001752336,0.05655356
3390,2016/5/24,272,32,0.002983489,0.237912891
3391,2016/5/24,273,11,0,0
3392,2016/5/24,273,12,0.003601198,0.095643696
3393,2016/5/24,273,31,0.005257009,0.055888224
3394,2016/5/24,273,32,0.001112886,0.236458458
3395,2016/5/24,274,11,0,0
3396,2016/5/24,274,12,0.002336449,0.051896208
3397,2016/5/24,274,31,0.002432974,0.093637807
3398,2016/5/24,274,32,0.003046435,0.152345099
3399,2016/5/24,275,11,0,0
3400,2016/5/24,275,12,0.004326382,0.171959878
3401,2016/5/24,275,31,0.002336449,0.049234864
3402,2016/5/24,275,32,0.00198339,0.098120215
3403,2016/5/24,276,11,0,0
3404,2016/5/24,276,12,0.002336449,0.055222888
3405,2016/5/24,276,31,0,0
3406,2016/5/24,276,32,0.001264749,0.098367621
3407,2016/5/24,277,11,0,0
3408,2016/5/24,277,12,0.003017086,0.109678333
3409,2016/5/24,277,31,0.003504673,0.064537591
3410,2016/5/24,277,32,0.000799968,0.206234354
3411,2016/5/24,278,11,0,0
3412,2016/5/24,278,12,0.006811334,0.122817072
3413,2016/5/24,278,31,0.002920561,0.061210912
3414,2016/5/24,278,32,0.001970932,0.147032542
3415,2016/5/24,279,11,0,0
3416,2016/5/24,279,12,0.003113611,0.110636812
3417,2016/5/24,279,31,0.001752336,0.053892216
3418,2016/5/24,279,32,0.001298909,0.218300019
3419,2016/5/24,280,11,0,0
3420,2016/5/24,280,12,0.004769422,0.105712667
3421,2016/5/24,280,31,0.004088785,0.059214904
3422,2016/5/24,280,32,0.004393519,0.189276883
3423,2016/5/24,281,11,0,0
3424,2016/5/24,281,12,0.003229138,0.181730953
3425,2016/5/24,281,31,0.004088785,0.050565536
3426,2016/5/24,281,32,0.000650845,0.252850534
3427,2016/5/24,282,11,0,0
3428,2016/5/24,282,12,0.002432974,0.123278196
3429,2016/5/24,282,31,0.001752336,0.070525615
3430,2016/5/24,282,32,0.002674375,0.19759812
3431,2016/5/24,283,11,0,0
3432,2016/5/24,283,12,0.004281835,0.12256016
3433,2016/5/24,283,31,0.004088785,0.057218896
3434,2016/5/24,283,32,0.001890572,0.162530947
3435,2016/5/24,284,11,0,0
3436,2016/5/24,284,12,0.001752336,0.051896208
3437,2016/5/24,284,31,0.001752336,0.05988024
3438,2016/5/24,284,32,0.001885761,0.135008994
3439,2016/5/24,285,11,0,0
3440,2016/5/24,285,12,0.004088785,0.051896208
3441,2016/5/24,285,31,0.001752336,0.047238856
3442,2016/5/24,285,32,0.001276104,0.15758124
3443,2016/5/24,286,11,0,0
3444,2016/5/24,286,12,0.002432974,0.104533507
3445,2016/5/24,286,31,0.002336449,0.047238856
3446,2016/5/24,286,32,0.000751213,0.151898734
3447,2016/5/24,287,11,0,0
3448,2016/5/24,287,12,0.0025485,0.160770784
3449,2016/5/24,287,31,0.003504673,0.047238856
3450,2016/5/24,287,32,0.001309257,0.194508152
3451,2016/5/24,288,11,0,0
3452,2016/5/24,288,12,0.003504673,0.050565536
3453,2016/5/24,288,31,0.00302089,0.141006703
3454,2016/5/24,288,32,0.000717602,0.143888933
3455,2016/5/25,1,11,0,0
3456,2016/5/25,1,12,0.001752336,0.05322688
3457,2016/5/25,1,31,0.001168224,0.047238856
3458,2016/5/25,1,32,0.001175832,0.09882345
3459,2016/5/25,2,11,0,0
3460,2016/5/25,2,12,0.002336449,0.051896208
3461,2016/5/25,2,31,0.004794968,0.1035566
3462,2016/5/25,2,32,0.000694854,0.184442495
3463,2016/5/25,3,11,0,0
3464,2016/5/25,3,12,0.002432974,0.102412337
3465,2016/5/25,3,31,0.001752336,0.051230872
3466,2016/5/25,3,32,0.000125874,0.092123769
3467,2016/5/25,4,11,0,0
3468,2016/5/25,4,12,0.002920561,0.053892216
3469,2016/5/25,4,31,0.004088785,0.049234864
3470,2016/5/25,4,32,0.000625783,0.147609963
3471,2016/5/25,5,11,0,0
3472,2016/5/25,5,12,0.002920561,0.050565536
3473,2016/5/25,5,31,0.002920561,0.058549568
3474,2016/5/25,5,32,0.002336449,0.05988024
3475,2016/5/25,6,11,0,0
3476,2016/5/25,6,12,0.003504673,0.058549568
3477,2016/5/25,6,31,0.004769422,0.079310027
3478,2016/5/25,6,32,0.001263711,0.244281969
3479,2016/5/25,7,11,0,0
3480,2016/5/25,7,12,0.001168224,0.045242848
3481,2016/5/25,7,31,0.002920561,0.055888224
3482,2016/5/25,7,32,0.001636875,0.153275727
3483,2016/5/25,8,11,0,0
3484,2016/5/25,8,12,9.65E-05,0.055005501
3485,2016/5/25,8,31,0.002336449,0.060545576
3486,2016/5/25,8,32,0.001964388,0.150617552
3487,2016/5/25,9,11,0,0
3488,2016/5/25,9,12,0.002920561,0.048569528
3489,2016/5/25,9,31,0.002340253,0.107792853
3490,2016/5/25,9,32,0.003087662,0.184445455
3491,2016/5/25,10,11,0,0
3492,2016/5/25,10,12,0.001168224,0.042581504
3493,2016/5/25,10,31,0.002920561,0.058549568
3494,2016/5/25,10,32,0.001630332,0.102339625
3495,2016/5/25,11,11,0,0
3496,2016/5/25,11,12,0.002432974,0.095963189
3497,2016/5/25,11,31,0.004092589,0.092608033
3498,2016/5/25,11,32,0.004575334,0.202485854
3499,2016/5/25,12,11,0,0
3500,2016/5/25,12,12,0.001168224,0.049234864
3501,2016/5/25,12,31,0.003504673,0.05322688
3502,2016/5/25,12,32,0.002474684,0.155719662
3503,2016/5/25,13,11,0,0
3504,2016/5/25,13,12,0.002340253,0.118930915
3505,2016/5/25,13,31,0.003504673,0.053892216
3506,2016/5/25,13,32,0.000944844,0.20071671
3507,2016/5/25,14,11,0,0
3508,2016/5/25,14,12,0.002432974,0.103113904
3509,2016/5/25,14,31,0.004204312,0.12820772
3510,2016/5/25,14,32,0.004323643,0.163407362
3511,2016/5/25,15,11,0,0
3512,2016/5/25,15,12,0.002138437,0.093301845
3513,2016/5/25,15,31,0.001867863,0.113115541
3514,2016/5/25,15,32,0.001399278,0.091618451
3515,2016/5/25,16,11,0,0
3516,2016/5/25,16,12,0.002432974,0.095067291
3517,2016/5/25,16,31,0.002953133,0.217599642
3518,2016/5/25,16,32,0.001173075,0.210643172
3519,2016/5/25,17,11,0,0
3520,2016/5/25,17,12,0.001168224,0.044577512
3521,2016/5/25,17,31,0.002336449,0.058549568
3522,2016/5/25,17,32,0.000817866,0.256171611
3523,2016/5/25,18,11,0,0
3524,2016/5/25,18,12,0.001752336,0.04324684
3525,2016/5/25,18,31,0.000584112,0.069860279
3526,2016/5/25,18,32,0.001290295,0.113608227
3527,2016/5/25,19,11,0,0
3528,2016/5/25,19,12,0.001361274,0.096974368
3529,2016/5/25,19,31,0.001752336,0.051230872
3530,2016/5/25,19,32,0.001499607,0.186035249
3531,2016/5/25,20,11,0,0
3532,2016/5/25,20,12,0,0
3533,2016/5/25,20,31,0.002340253,0.109447771
3534,2016/5/25,20,32,0.000833064,0.202471129
3535,2016/5/25,21,11,0,0
3536,2016/5/25,21,12,0.001752336,0.041916168
3537,2016/5/25,21,31,0.001168224,0.045242848
3538,2016/5/25,21,32,0.000234858,0.087201125
3539,2016/5/25,22,11,0,0
3540,2016/5/25,22,12,0,0
3541,2016/5/25,22,31,0.002432974,0.098828745
3542,2016/5/25,22,32,0.001968207,0.135219013
3543,2016/5/25,23,11,0,0
3544,2016/5/25,23,12,0.001752336,0.044577512
3545,2016/5/25,23,31,0.003504673,0.049234864
